Rank,Released Worldwide,Title,Worldwide Box Office,Domestic box officce,International Box Office
357,2022,Uncharted,"$400,689,914","$148,648,820","$252,041,094"
358,2010,Tron: Legacy,"$399,866,199","$172,062,763","$227,803,436"
359,2006,Mission: Impossible III,"$399,387,745","$133,501,348","$265,886,397"
360,2018,Mamma Mia: Here We Go Again!,"$399,175,380","$120,634,935","$278,540,445"
361,2023,Meg 2: The Trench,"$394,299,160","$82,633,033","$311,666,127"
362,2018,Solo: A Star Wars Story,"$393,151,347","$213,767,512","$179,383,835"
363,2022,Ji Su Shi Ke (这个杀手不太冷静),"$393,014,816","$185,882","$392,828,934"
364,2006,Superman Returns,"$391,081,192","$200,120,000","$190,961,192"
365,1939,Gone with the Wind,"$390,516,513","$198,680,470","$191,836,043"
366,1991,Robin Hood: Prince of Thieves,"$390,500,000","$165,493,908","$225,006,092"
367,2022,Black Adam,"$390,455,088","$168,283,344","$222,171,744"
368,2013,The Wolf of Wall Street,"$389,816,136","$116,949,183","$272,866,953"
369,2019,1917,"$389,140,440","$159,227,644","$229,912,796"
370,1985,Back to the Future,"$388,386,822","$215,136,452","$173,250,370"
371,1978,Grease,"$387,472,317","$181,813,770","$205,658,547"
372,2009,Star Trek,"$386,839,614","$257,730,019","$129,109,595"
373,2002,Ice Age,"$386,116,343","$176,387,405","$209,728,938"
374,2015,Home,"$385,997,896","$177,397,510","$208,600,386"
375,2006,Happy Feet,"$385,000,315","$198,000,317","$186,999,998"
376,2016,Independence Day: Resurgence,"$384,169,424","$103,144,286","$281,025,138"
377,2001,Spirited Away (千と千尋の神隠し),"$383,883,823","$10,049,886","$373,833,937"
378,2008,Slumdog Millionaire,"$383,825,427","$141,330,703","$242,494,724"
379,2017,Cars 3,"$383,541,369","$152,901,115","$230,640,254"
380,2019,Godzilla: King of the Monsters,"$383,299,914","$110,500,138","$272,799,776"
381,2007,Live Free or Die Hard,"$382,288,147","$134,529,403","$247,758,744"
382,2009,Monsters vs. Aliens,"$381,687,380","$198,351,526","$183,335,854"
383,2023,Indiana Jones and the Dial of Destiny,"$381,408,656","$174,480,468","$206,928,188"
384,2017,Fifty Shades Darker,"$381,367,046","$114,434,010","$266,933,036"
385,2021,Black Widow,"$379,751,131","$183,651,655","$196,099,476"
386,2012,Hotel Transylvania,"$378,119,469","$148,313,048","$229,806,421"
387,2012,Taken 2,"$377,807,404","$139,854,287","$237,953,117"
388,2019,Once Upon a Time…in Hollywood,"$377,426,903","$142,502,728","$234,924,175"
389,1998,Godzilla,"$376,000,000","$136,314,294","$239,685,706"
390,2013,G.I. Joe: Retaliation,"$375,740,705","$122,523,060","$253,217,645"
391,2018,Spider-Man: Into The Spider-Verse 3D,"$375,464,627","$190,173,195","$185,291,432"
392,2002,My Big Fat Greek Wedding,"$374,890,034","$241,438,208","$133,451,826"
393,2009,X-Men Origins: Wolverine,"$374,825,760","$179,883,157","$194,942,603"
394,2000,What Women Want,"$374,105,123","$182,805,123","$191,300,000"
395,2011,The Adventures of Tintin,"$373,993,951","$77,591,831","$296,402,120"
396,2018,Fifty Shades Freed,"$371,985,018","$100,407,760","$271,577,258"
397,2004,Shark Tale,"$371,741,123","$161,412,000","$210,329,123"
398,2011,Captain America: The First Avenger,"$370,569,776","$176,654,505","$193,915,271"
399,1998,There's Something About Mary,"$369,884,651","$176,484,651","$193,400,000"
400,2015,Mad Max: Fury Road,"$369,873,869","$153,636,354","$216,237,515"
401,2023,Creation of the Gods I: Kindom of Sto…,"$369,081,777","$1,706,355","$367,375,422"
402,1981,Raiders of the Lost Ark,"$367,451,914","$225,686,079","$141,765,835"
403,2007,The Golden Compass,"$367,262,558","$70,107,728","$297,154,830"
404,2014,Gone Girl,"$367,160,781","$167,767,189","$199,393,592"
405,2014,Edge of Tomorrow,"$367,028,980","$100,206,256","$266,822,724"
406,2018,Xi Hong Shi Shou Fu,"$366,961,920",,"$366,961,920"
407,2014,Penguins of Madagascar,"$366,942,531","$83,350,911","$283,591,620"
408,2005,Hitch,"$366,784,257","$177,784,257","$189,000,000"
409,1995,Die Hard: With a Vengeance,"$366,101,666","$100,012,499","$266,089,167"
410,2001,Jurassic Park III,"$365,900,000","$181,166,115","$184,733,885"
411,2009,Terminator Salvation,"$365,491,792","$125,322,469","$240,169,323"
412,2024,Godzilla x Kong: The New Empire,"$365,482,233","$138,982,233","$226,500,000"
413,1994,True Lies,"$365,300,000","$146,282,411","$219,017,589"
414,1995,Toy Story,"$365,270,951","$192,523,233","$172,747,718"
415,1999,Notting Hill,"$363,718,196","$116,089,678","$247,628,518"
416,2019,Shazam!,"$363,563,907","$140,371,656","$223,192,251"
417,1998,A Bug’s Life,"$363,095,319","$162,798,565","$200,296,754"
418,2004,Ocean's Twelve,"$362,989,076","$125,531,634","$237,457,442"
419,2018,The Nun,"$362,900,037","$117,450,119","$245,449,918"
420,2007,Alvin and the Chipmunks,"$362,605,033","$217,326,974","$145,278,059"
421,2001,Planet of the Apes,"$362,211,740","$180,011,740","$182,200,000"
422,2013,The Hangover 3,"$362,000,072","$112,200,072","$249,800,000"
423,1999,The World is Not Enough,"$361,730,660","$126,930,660","$234,800,000"
424,2018,Zhuo yao ji 2,"$361,683,815","$706,153","$360,977,662"
425,2020,Tenet,"$359,518,466","$58,504,105","$301,014,361"
426,2009,Fast & Furious,"$359,347,833","$155,064,265","$204,283,568"
427,2015,Zhuo yao ji,"$359,295,591","$32,766","$359,262,825"
428,1992,Home Alone 2: Lost in New York,"$358,994,850","$173,585,516","$185,409,334"
429,2002,Minority Report,"$358,824,714","$132,024,714","$226,800,000"
430,1994,The Flintstones,"$358,500,000","$130,531,208","$227,968,792"
431,1986,Top Gun,"$357,463,748","$180,470,489","$176,993,259"
432,2005,Batman Begins,"$356,770,593","$205,343,774","$151,426,819"
433,1995,Goldeneye,"$356,429,933","$106,429,941","$249,999,992"
434,1999,American Beauty,"$356,258,047","$130,058,047","$226,200,000"
435,2000,Dinosaur,"$356,148,063","$137,748,063","$218,400,000"
436,2002,Catch Me if You Can,"$355,612,291","$164,606,800","$191,005,491"
437,2011,X-Men: First Class,"$355,408,305","$146,408,305","$209,000,000"
438,2014,Night at the Museum: Secret of the Tomb,"$353,756,621","$113,746,621","$240,010,000"
439,1993,The Fugitive,"$353,715,317","$183,875,760","$169,839,557"
440,2013,The Great Gatsby,"$353,497,733","$144,840,419","$208,657,314"
441,2019,Dumbo,"$353,166,307","$114,766,307","$238,400,000"
442,2014,Noah,"$352,831,065","$101,200,044","$251,631,021"
443,1992,Basic Instinct,"$352,699,997","$117,727,224","$234,972,773"
444,2016,The Angry Birds Movie,"$352,288,341","$107,509,366","$244,778,975"
445,2010,The Karate Kid,"$351,774,938","$176,591,618","$175,183,320"
446,2017,Murder on the Orient Express,"$351,767,147","$102,826,543","$248,940,604"
447,1994,The Mask,"$351,620,129","$119,920,129","$231,700,000"
448,1988,Who Framed Roger Rabbit?,"$351,500,000","$154,112,492","$197,387,508"
449,2012,Dr. Seuss’ The Lorax,"$351,097,803","$214,151,550","$136,946,253"
450,2001,Hannibal,"$350,100,280","$165,092,266","$185,008,014"
451,1998,Deep Impact,"$349,464,664","$140,464,664","$209,000,000"
452,2011,Alvin and the Chipmunks: Chipwrecked,"$349,088,523","$133,107,389","$215,981,134"
453,2016,The Legend of Tarzan,"$348,902,025","$126,643,061","$222,258,964"
454,2004,"I, Robot","$348,629,585","$144,801,023","$203,828,562"
455,2013,The Smurfs 2,"$348,547,523","$71,017,784","$277,529,739"
456,2014,The Maze Runner,"$348,319,861","$102,427,862","$245,891,999"
457,2016,Kimi no na wa,"$347,641,192","$5,000,181","$342,641,011"
458,2001,Rush Hour 2,"$347,425,832","$226,164,286","$121,261,546"
459,1995,Pocahontas,"$347,100,000","$141,579,773","$205,520,227"
460,2000,How the Grinch Stole Christmas,"$347,036,128","$261,939,550","$85,096,578"
461,2018,Peter Rabbit,"$346,727,372","$115,234,093","$231,493,279"
462,2018,Mary Poppins Returns,"$345,606,500","$171,958,438","$173,648,062"
463,2017,xXx: Return of Xander Cage,"$345,033,359","$44,898,413","$300,134,946"
464,2006,Over the Hedge,"$343,397,247","$155,019,340","$188,377,907"
465,2016,Trolls,"$342,831,709","$153,856,089","$188,975,620"
466,2013,Now You See Me,"$342,769,200","$117,723,989","$225,045,211"
467,2008,Wanted,"$342,416,460","$134,508,551","$207,907,909"
468,1977,Close Encounters of the Third Kind,"$340,800,479","$169,100,479","$171,700,000"
469,2007,Enchanted,"$340,384,141","$127,706,877","$212,677,264"
470,1997,Tomorrow Never Dies,"$339,504,276","$125,304,276","$214,200,000"
471,2024,Article 20 (第二十条),"$339,114,871",,"$339,114,871"
472,1995,Batman Forever,"$336,529,144","$184,031,112","$152,498,032"
473,2010,Prince of Persia: Sands of Time,"$336,359,676","$90,759,676","$245,600,000"
474,1996,The Rock,"$336,069,511","$134,069,511","$202,000,000"
475,1995,Apollo 13,"$335,802,271","$173,772,767","$162,029,504"
476,2016,Star Trek Beyond,"$335,673,708","$158,848,340","$176,825,368"
477,2018,A Quiet Place,"$334,876,670","$188,024,361","$146,852,309"
478,2017,Never Say Die,"$334,536,622",,"$334,536,622"
479,2016,The Great Wall,"$334,486,852","$45,157,105","$289,329,747"
480,2015,The Good Dinosaur,"$333,771,037","$123,087,120","$210,683,917"
481,2005,Fantastic Four,"$333,132,750","$154,696,080","$178,436,670"
482,1984,Indiana Jones and the Temple of Doom,"$333,080,271","$179,880,271","$153,200,000"
483,1989,Back to the Future Part II,"$331,971,868","$118,450,002","$213,521,866"
484,2014,22 Jump Street,"$331,333,876","$191,719,337","$139,614,539"
485,2004,National Treasure,"$331,323,410","$173,005,002","$158,318,408"
486,2010,Black Swan,"$331,266,710","$106,954,678","$224,312,032"
487,2014,300: Rise of an Empire,"$330,780,051","$106,580,051","$224,200,000"
488,2000,Meet the Parents,"$330,425,040","$166,225,040","$164,200,000"
489,2008,The Curious Case of Benjamin Button,"$329,631,958","$127,509,326","$202,122,632"
490,2000,The Perfect Storm,"$328,711,434","$182,618,434","$146,093,000"
491,2016,Now You See Me 2,"$328,325,007","$65,075,540","$263,249,467"
492,1986,Crocodile Dundee,"$328,203,506","$174,803,506","$153,400,000"
493,1995,Se7en,"$328,125,643","$100,125,643","$228,000,000"
494,2008,Bolt,"$328,015,029","$114,053,579","$213,961,450"
495,2015,Taken 3,"$327,656,424","$89,256,424","$238,400,000"
496,2023,The Hunger Games: The Ballad of Songb…,"$327,338,136","$166,350,594","$160,987,542"
497,2019,John Wick: Chapter 3 — Parabellum,"$326,685,379","$171,016,727","$155,668,652"
498,2019,Feng Kuang De Wai Xing Ren,"$326,150,303",,"$326,150,303"
499,2006,The Devil Wears Prada,"$326,073,155","$124,740,460","$201,332,695"
500,1996,The Hunchback of Notre Dame,"$325,500,000","$100,138,851","$225,361,149"
501,2021,Free Guy,"$323,473,792","$121,626,598","$201,847,194"
502,2010,Robin Hood,"$322,459,006","$105,487,148","$216,971,858"
503,1993,Schindler’s List,"$322,197,130","$96,898,818","$225,298,312"
504,2010,Megamind,"$321,887,208","$148,415,853","$173,471,355"
505,1987,Fatal Attraction,"$320,099,997","$156,645,693","$163,454,304"
506,2018,Green Book,"$319,995,019","$85,080,171","$234,914,848"
507,2010,The Last Airbender,"$319,713,881","$131,772,187","$187,941,694"
508,1992,Lethal Weapon 3,"$319,700,000","$144,731,527","$174,968,473"
509,2012,Journey 2: The Mysterious Island,"$318,146,162","$103,860,290","$214,285,872"
510,2001,A Beautiful Mind,"$317,668,058","$170,708,996","$146,959,062"
511,2022,Suzume (すずめの戸締まり),"$316,848,245","$10,932,037","$305,916,208"
512,2009,Inglourious Basterds,"$316,802,281","$120,774,594","$196,027,687"
513,2013,The Conjuring,"$316,479,150","$137,400,141","$179,079,009"
514,1984,Beverly Hills Cop,"$316,300,000","$234,760,478","$81,539,522"
515,2009,Disney’s A Christmas Carol,"$315,709,697","$137,855,863","$177,853,834"
516,1997,Air Force One,"$315,268,353","$172,956,409","$142,311,944"
517,2009,The Proposal,"$314,709,717","$163,958,031","$150,751,686"
518,1997,As Good as it Gets,"$314,111,923","$148,478,011","$165,633,912"
519,2016,Resident Evil: The Final Chapter,"$314,101,190","$26,844,692","$287,256,498"
520,2012,Battleship,"$313,477,717","$65,233,400","$248,244,317"
521,2019,Knives Out,"$312,898,746","$165,364,060","$147,534,686"
522,1999,Austin Powers: The Spy Who Shagged Me,"$312,383,487","$206,040,085","$106,343,402"
523,2004,The Polar Express,"$312,183,437","$188,042,855","$124,140,582"
524,2012,The Expendables 2,"$311,979,256","$85,028,192","$226,951,064"
525,2007,Ocean's Thirteen,"$311,744,465","$117,144,465","$194,600,000"
526,2015,The SpongeBob Movie: Sponge Out of Water,"$311,013,181","$162,994,032","$148,019,149"
527,2004,The Bourne Supremacy,"$311,001,124","$176,087,450","$134,913,674"
528,2017,Wonder,"$310,824,596","$132,422,809","$178,401,787"
529,2010,Little Fockers,"$310,650,574","$148,438,600","$162,211,974"
530,2015,Maze Runner: The Scorch Trials,"$310,566,162","$81,697,192","$228,868,970"
531,2017,The Lego Batman Movie,"$310,563,096","$175,750,384","$134,812,712"
532,2016,The Conjuring 2: The Enfield Poltergeist,"$310,196,332","$102,470,008","$207,726,324"
533,1999,Runaway Bride,"$310,138,178","$152,257,509","$157,880,669"
534,2005,Chicken Little,"$310,043,823","$135,386,665","$174,657,158"
535,1996,Ransom,"$308,700,000","$136,492,681","$172,207,319"
536,2017,Qian Ren 3: Yan Zhi Da Zuo Zhan,"$307,547,824","$837,791","$306,710,033"
537,2017,Ferdinand,"$307,491,645","$84,410,380","$223,081,265"
538,2006,The Pursuit of Happyness,"$307,311,093","$162,586,036","$144,725,057"
539,2014,The Fault in Our Stars,"$307,166,834","$124,872,350","$182,294,484"
540,2012,Rise of the Guardians,"$306,941,670","$103,412,758","$203,528,912"
541,2002,Chicago,"$306,770,545","$170,687,518","$136,083,027"
542,2009,The Blind Side,"$305,705,794","$255,959,475","$49,746,319"
543,2017,Annabelle: Creation,"$305,384,865","$102,092,201","$203,292,664"
544,2012,Wrath of the Titans,"$305,270,083","$83,670,083","$221,600,000"
545,2016,Dangal,"$305,149,461","$12,391,761","$292,757,700"
546,2018,Skyscraper,"$304,858,121","$68,420,120","$236,438,001"
547,2023,Bā Jiǎo Lóng Zhōng (八角笼中),"$304,280,699",,"$304,280,699"
548,2013,A Good Day to Die Hard,"$304,249,198","$67,349,198","$236,900,000"
549,1995,101 Dalmatians,"$304,200,000","$136,189,294","$168,010,706"
550,1998,Mulan,"$303,500,000","$120,620,254","$182,879,746"
551,1997,Liar Liar,"$302,710,615","$181,410,615","$121,300,000"
552,2020,Sonic The Hedgehog,"$302,536,124","$146,066,470","$156,469,654"
553,2009,G.I. Joe: The Rise of Cobra,"$302,469,017","$150,201,498","$152,267,519"
554,2016,Passengers,"$302,239,672","$100,014,699","$202,224,973"
555,1991,Hook,"$300,854,823","$119,654,823","$181,200,000"
556,1985,Rambo: First Blood Part II,"$300,400,000","$150,415,432","$149,984,568"
557,1985,Rocky IV,"$300,373,716","$127,873,716","$172,500,000"
558,1978,Superman,"$300,200,000","$134,218,018","$165,981,982"
559,2004,Van Helsing,"$300,150,546","$120,150,546","$180,000,000"
560,2008,Horton Hears a Who,"$299,477,886","$154,529,439","$144,948,447"
561,2010,Shutter Island,"$299,461,782","$128,012,934","$171,448,848"
562,1997,My Best Friend's Wedding,"$298,923,419","$126,813,153","$172,110,266"
563,1999,Stuart Little,"$298,815,224","$140,015,224","$158,800,000"
564,2018,Ocean’s 8,"$297,718,711","$140,218,711","$157,500,000"
565,2023,Five Nights at Freddy’s,"$297,185,222","$137,275,620","$159,909,602"
566,1989,Look Who's Talking,"$297,100,000","$140,088,813","$157,011,187"
567,2000,X-Men,"$296,872,367","$157,299,717","$139,572,650"
568,2021,A Quiet Place: Part II,"$296,650,356","$160,215,764","$136,434,592"
569,2002,Austin Powers in Goldmember,"$296,338,663","$213,117,789","$83,220,874"
570,2016,Miss Peregrine’s Home for Peculiar Ch…,"$295,986,876","$87,242,834","$208,744,042"
571,2010,Resident Evil: Afterlife,"$295,874,190","$60,128,566","$235,745,624"
572,1984,Ghostbusters,"$295,582,480","$242,604,185","$52,978,295"
573,2015,The Divergent Series: Insurgent,"$295,075,882","$130,179,072","$164,896,810"
574,2010,Sex and the City 2,"$294,680,778","$95,347,692","$199,333,086"
575,2023,Migration,"$294,317,303","$127,298,215","$167,019,088"
576,1998,Doctor Dolittle,"$294,156,605","$144,156,605","$150,000,000"
577,2009,G-Force,"$292,817,841","$119,436,770","$173,381,071"
578,2018,Pacific Rim: Uprising,"$290,930,148","$59,874,525","$231,055,623"
579,1999,The Green Mile,"$290,701,374","$136,801,374","$153,900,000"
580,2010,Salt,"$290,650,494","$118,311,368","$172,339,126"
581,2006,The Departed,"$289,660,619","$132,384,315","$157,276,304"
582,2011,Bridesmaids,"$289,632,023","$169,211,718","$120,420,305"
583,2007,Fantastic Four: Rise of the Silver Su…,"$289,480,691","$131,921,738","$157,558,953"
584,1988,Coming to America,"$288,800,000","$128,152,301","$160,647,699"
585,2000,What Lies Beneath,"$288,693,989","$155,464,351","$133,229,638"
586,2013,Oblivion,"$287,916,633","$89,107,235","$198,809,398"
587,2007,Bee Movie,"$287,594,577","$126,631,277","$160,963,300"
588,2015,Pitch Perfect 2,"$287,215,196","$184,296,230","$102,918,966"
589,2013,Turbo,"$286,896,578","$83,028,130","$203,868,448"
590,2001,American Pie 2,"$286,500,000","$145,096,820","$141,403,180"
591,1965,The Sound of Music,"$286,213,233","$163,214,286","$122,998,947"
592,2013,Elysium,"$286,192,091","$93,050,117","$193,141,974"
593,1998,Lethal Weapon 4,"$285,400,000","$130,444,603","$154,955,397"
594,2005,Wedding Crashers,"$283,218,368","$209,218,368","$74,000,000"
595,1994,Speed,"$283,200,000","$121,248,145","$161,951,855"
596,2012,John Carter,"$282,778,100","$73,058,679","$209,719,421"
597,1995,Casper,"$282,704,023","$100,732,217","$181,971,806"
598,1977,Saturday Night Fever,"$282,400,000","$139,486,124","$142,913,876"
599,2012,The Bourne Legacy,"$280,355,920","$113,203,870","$167,152,050"
600,2022,Elvis,"$279,938,634","$151,416,153","$128,522,481"
601,1998,Shakespeare in Love,"$279,500,000","$100,317,794","$179,182,206"
602,2022,Eiga Slam Dunk,"$279,045,965","$1,291,869","$277,754,096"
603,2017,Split,"$278,754,594","$138,141,585","$140,613,009"
604,2010,The Tourist,"$278,731,369","$67,631,157","$211,100,212"
605,2000,Scary Movie,"$277,200,000","$157,019,771","$120,180,229"
606,2016,Alice Through the Looking Glass,"$276,928,112","$77,042,381","$199,885,731"
607,1987,Beverly Hills Cop II,"$276,665,036","$153,665,036","$123,000,000"
608,2002,Scooby-Doo,"$276,294,164","$153,294,164","$123,000,000"
609,2014,Divergent,"$276,014,965","$150,947,895","$125,067,070"
610,1991,The Silence of the Lambs,"$275,726,716","$130,726,716","$145,000,000"
611,2008,Gran Torino,"$274,543,085","$148,095,302","$126,447,783"
612,2023,Creed III,"$274,448,615","$156,248,615","$118,200,000"
613,2008,High School Musical 3: Senior Year,"$274,392,880","$90,559,416","$183,833,464"
614,2013,Cloudy with a Chance of Meatballs 2,"$274,392,649","$119,793,567","$154,599,082"
615,1996,The Nutty Professor,"$273,814,019","$128,814,019","$145,000,000"
